id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
610,192.168.10.15-23.15.4.9-49754-80-6,192.168.10.15,49754,23.15.4.9,80,6,2017-07-07 12:11:28.408237,6425987,176,233,2315,515601,379,0,13.153409090909085,65.3516578849511,4380,0,2212.87982832618,879.7451253042111,80597.11294156057,63.64781005626062,15749.968137254918,188303.17374291003,3148242,0,6425987,36719.925714285695,286674.3211511679,3148283,48,6410697,27632.31465517244,253873.46374140945,3187810,1,7,8,0,0,0,0,3532,4672,27.38878867946667,36.259021376793946,0,4380,1266.2982885085585,1277.1190575966184,1631033.0872764748,0,2,0,15,408,0,0,0,1.3238636363636365,1266.2982885085576,13.153409090909092,2212.8798283261804,0,0,0,171084,75,7597430,0,5,0,1260,8192,1147,7,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,6425987,DDOS,-1
611,192.168.10.15-23.15.4.17-49752-80-6,192.168.10.15,49752,23.15.4.17,80,6,2017-07-07 12:11:26.586466,110608,82,117,479,237650,265,0,5.841463414634149,37.3873516316616,4380,0,2031.196581196581,859.0900181579084,2152909.3736438598,1799.146535512802,558.6262626262625,2365.8071806376192,16112,0,110442,1363.4814814814808,4189.620266537025,26800,64,95460,822.9310344827586,3248.4264678366244,27022,1,2,2,0,0,0,0,1652,2352,741.3568638796471,1057.789671633155,0,4380,1196.6281407035187,1196.5652917354405,1431768.497385919,0,2,0,4,198,0,0,0,1.4268292682926829,1196.6281407035176,5.841463414634147,2031.1965811965813,0,0,0,236950,114,4522291,0,2,0,1194,8192,980,2,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,110608,DDOS,-1
612,192.168.10.3-192.168.10.1-60646-53-17,192.168.10.3,60646,192.168.10.1,53,17,2017-07-07 12:05:27.910685,59175327,3,3,163,542,64,43,54.333333333333336,10.598742063723098,231,131,180.66666666666663,50.00333322222963,11.913749120473808,0.1013936095359473,11835065.4,16763175.60560028,36078501,47022,59113821,29556910.5,9289420.88347344,36125523,22988298,59049224,29524612.0,9355581.32945516,36140007,22909217,0,0,0,0,0,0,24,24,0.0506968047679736,0.0506968047679736,43,231,117.5,76.37473404209013,5833.1,0,0,0,0,0,0,0,0,1.0,117.5,54.333333333333336,180.66666666666663,0,0,0,0,0,0,0,27,0,90,0,0,2,8,86562.5,55918.71136301337,126103,47022,29470348.0,9345339.594836457,36078501,22862195,-1,-1,0,DDOS,-1
613,192.168.10.3-192.168.10.1-60759-53-17,192.168.10.3,60759,192.168.10.1,53,17,2017-07-07 12:11:28.403748,158721,1,1,56,123,56,56,56.0,0.0,123,123,123.0,0.0,1127.765072044657,12.600727061951474,158721.0,0.0,158721,158721,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,6.300363530975737,6.300363530975737,56,123,89.5,47.37615433949868,2244.5,0,0,0,0,0,0,0,0,1.0,89.5,56.0,123.0,0,0,0,0,0,0,0,28,0,61,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
614,192.168.10.3-192.168.10.1-61451-53-17,192.168.10.3,61451,192.168.10.1,53,17,2017-07-07 12:11:09.350300,135437,1,1,45,173,45,45,45.0,0.0,173,173,173.0,0.0,1609.604465544866,14.76701344536574,135437.0,0.0,135437,135437,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,7.383506722682871,7.383506722682871,45,173,109.0,90.50966799187808,8192.0,0,0,0,0,0,0,0,0,1.0,109.0,45.0,173.0,0,0,0,0,0,0,0,22,0,86,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
615,192.168.10.12-192.168.10.255-137-137-17,192.168.10.12,137,192.168.10.255,137,17,2017-07-07 12:07:42.850732,66647152,546,0,36660,0,68,50,67.14285714285708,3.8367745300230105,0,0,0.0,0.0,550.061013859977,8.192398078765615,122288.35229357812,2516742.632178265,58632812,1,66647152,122288.35229357812,2516742.632178265,58632812,1,0,0.0,0.0,0,0,0,0,0,0,0,0,4368,0,8.192398078765615,0.0,50,68,67.14285714285708,3.8367745300230105,14.720838794233291,0,0,0,0,0,0,0,0,0.0,67.14285714285714,67.14285714285714,0.0,6110,91,6844660,0,0,0,1,67,0,0,0,0,545,8,4008796.0,0.0,4008796,4008796,58632812.0,0.0,58632812,58632812,-1,-1,0,DDOS,-1
616,192.168.10.50-192.168.10.12-137-137-17,192.168.10.50,137,192.168.10.12,137,17,2017-07-07 12:07:42.855597,62637476,4,0,248,0,62,62,62.0,0.0,0,0,0.0,0.0,3.9592910799917926,0.0638595335482547,20879158.666666664,36163759.29983171,62637471,2,62637476,20879158.666666664,36163759.29983171,62637471,2,0,0.0,0.0,0,0,0,0,0,0,0,0,32,0,0.0638595335482547,0.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,62.0,62.0,0.0,0,0,0,0,0,0,1,62,0,0,0,0,3,8,2.0,0.0,2,2,62637471.0,0.0,62637471,62637471,-1,-1,0,DDOS,-1
617,192.168.10.3-192.168.10.1-60553-53-17,192.168.10.3,60553,192.168.10.1,53,17,2017-07-07 12:11:07.754134,220209,1,1,44,80,44,44,44.0,0.0,80,80,80.0,0.0,563.1014172899382,9.08228092403126,220209.0,0.0,220209,220209,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,4.541140462015631,4.541140462015631,44,80,62.0,25.45584412271571,648.0,0,0,0,0,0,0,0,0,1.0,62.0,44.0,80.0,0,0,0,0,0,0,0,22,0,40,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
618,192.168.10.12-172.217.10.232-34598-443-6,192.168.10.12,34598,172.217.10.232,443,6,2017-07-07 12:11:06.705830,118190719,55,52,839,56884,206,0,15.254545454545456,45.75466710937326,1418,0,1093.923076923077,570.7423733278575,488.3886018156807,0.9053164318257512,1115006.783018868,8040831.971407128,58917721,1,118190719,2188717.0185185187,11218930.657616204,58917721,1,118154278,2316750.549019608,11541464.688673075,58995539,2,8,16,0,0,0,0,1804,1672,0.4653495677609001,0.4399668640648509,0,1418,539.4672897196263,671.7057042821855,451188.5531652268,0,2,0,24,106,0,0,0,0.9454545454545454,539.4672897196261,15.254545454545454,1093.923076923077,0,0,0,52683,40,520279,0,7,0,531,29200,357,8,32,253064.5,248147.10404213867,428531,77598,58823966.5,132588.88543350837,58917721,58730212,-1,-1,118190719,DDOS,-1
619,192.168.10.12-172.217.5.228-35032-443-6,192.168.10.12,35032,172.217.5.228,443,6,2017-07-07 12:11:07.896887,118004659,23,25,2832,9255,1068,0,123.13043478260867,277.88998875418736,1418,0,370.2000000000001,542.89731994181,102.42815921361206,0.4067636007490178,2510737.425531915,11940427.952197118,58909981,2,118004659,5363848.136363637,17225660.165487383,58909981,74,117963070,4915127.916666667,16536876.509480236,58995115,2,12,14,0,0,0,0,744,808,0.1949075586922377,0.2118560420567801,0,1418,251.8125,449.6772202298189,202209.60239361707,0,2,0,26,47,0,0,0,1.0869565217391304,251.8125,123.1304347826087,370.2,0,0,0,2542,4,233854,0,59,0,192,29200,408,12,32,439593.0,500823.9341245584,793729,85457,58542043.5,520342.2026056506,58909981,58174106,-1,-1,118004659,DDOS,-1
620,192.168.10.12-172.217.7.227-35082-443-6,192.168.10.12,35082,172.217.7.227,443,6,2017-07-07 12:11:08.188168,117713814,22,26,2912,5698,1088,0,132.36363636363643,289.83928969829793,1418,0,219.1538461538462,434.8319852363846,73.14349699008139,0.4077686243349485,2504549.2340425528,11927588.921348777,58910015,0,117713814,5605419.714285715,17591034.421380848,58910015,3,117672186,4706887.44,16202069.7391802,58995529,0,12,15,0,0,0,0,712,840,0.1868939528201847,0.2208746715147637,0,1418,179.37499999999997,374.19067985936937,140018.66489361704,0,2,0,27,47,0,0,0,1.181818181818182,179.375,132.36363636363637,219.15384615384616,0,0,0,413,4,36851,0,60,0,118,29200,408,12,32,360800.0,389429.1602435545,636168,85432,58475215.5,614899.3498130406,58910015,58040416,-1,-1,117713814,DDOS,-1
621,192.168.10.12-172.217.10.238-52436-443-6,192.168.10.12,52436,172.217.10.238,443,6,2017-07-07 12:11:07.921459,117975546,16,14,842,5299,209,0,52.62500000000001,74.2885141413754,1418,0,378.4999999999999,521.9729951753325,52.05316023712236,0.2542899865027961,4068122.275862068,15173210.36774097,58918043,2,117975546,7865036.4,20706703.600431744,58918043,3,117938819,9072216.846153846,22116637.332747176,58995262,2,8,9,0,0,0,0,520,456,0.1356213261348245,0.1186686603679715,0,1418,204.7,390.2972474657109,152331.94137931036,0,2,0,17,29,0,0,0,0.875,204.7,52.625,378.5,0,0,0,1098,4,57789473,0,28,0,176,29200,357,8,32,121034.5,61714.15854161831,164673,77396,58848347.5,98564.32133637404,58918043,58778652,-1,-1,117975546,DDOS,-1
622,192.168.10.12-172.217.12.194-39596-443-6,192.168.10.12,39596,172.217.12.194,443,6,2017-07-07 12:11:07.211322,118686160,23,22,1825,6796,693,0,79.34782608695652,168.5069754951226,1418,0,308.90909090909093,503.0088429678906,72.63694435812903,0.3791512001062297,2697412.7272727275,12348336.302129583,58918060,1,118686160,5394825.454545455,17239096.534971327,58918060,3,118649587,5649980.333333334,17635151.8801824,58996147,1,10,13,0,0,0,0,756,712,0.1937883911654063,0.1853628089408234,0,1418,191.57777777777773,385.2573218517775,148423.20404040406,0,2,0,23,44,0,0,0,0.9565217391304348,191.57777777777775,79.34782608695652,308.90909090909093,0,0,0,1447,4,15228,0,40,0,151,29200,370,10,32,688495.5,864257.7277713518,1299618,77373,58635966.0,398941.1606640759,58918060,58353872,-1,-1,118686160,DDOS,-1
623,192.168.10.12-182.22.31.124-44434-443-6,192.168.10.12,44434,182.22.31.124,443,6,2017-07-07 12:11:08.328503,118714049,19,16,903,6065,292,0,47.526315789473685,84.10731796741895,1448,0,379.0625,540.5598910697439,58.69566457125896,0.2948260993102846,3491589.6764705884,14024300.135048604,58813723,3,118714049,6595224.944444445,18976832.551873136,58813723,3,118532017,7902134.466666668,20721092.666056536,58995825,4,7,11,0,0,0,0,616,520,0.1600484539112973,0.1347776453989872,0,1448,199.0857142857143,400.92205281946616,160738.4924369748,0,2,0,18,34,0,0,0,0.8421052631578947,199.0857142857143,47.526315789473685,379.0625,0,0,0,2803,4,103307,0,25,0,173,29200,32,7,32,508997.5,462458.4414977199,836005,181990,58756977.0,80250.96281042365,58813723,58700231,-1,-1,118714049,DDOS,-1
624,192.168.10.12-199.16.156.9-43608-443-6,192.168.10.12,43608,199.16.156.9,443,6,2017-07-07 12:11:10.808286,118097015,16,15,998,4869,381,0,62.375,106.53192009909516,1448,0,324.6000000000001,500.253764175172,49.679494439381045,0.2624960503870483,3936567.1666666665,14936612.020679817,58911391,3,118097015,7873134.333333333,20710722.627736337,58911391,53,118052804,8432343.142857144,21401862.88533644,58995504,3,7,10,0,0,0,0,520,488,0.1354818324578313,0.1270142179292169,0,1448,189.258064516129,374.4391332595046,140204.66451612904,0,2,0,17,30,0,0,0,0.9375,189.25806451612905,62.375,324.6,0,0,0,940,5,87678,0,32,0,157,29200,126,7,32,141791.0,81393.64736882111,199345,84237,58884850.0,37534.64215894431,58911391,58858309,-1,-1,118097015,DDOS,-1
625,192.168.10.12-31.13.66.36-40854-443-6,192.168.10.12,40854,31.13.66.36,443,6,2017-07-07 12:11:11.649722,118273022,19,14,996,5200,260,0,52.42105263157895,80.32386928309782,1398,0,371.4285714285714,520.9747837225189,52.387263766710895,0.2790154461429082,3696031.9375,14451248.79410022,58933990,6,118273022,6570723.444444445,18995360.660976868,58933990,50,118211522,9093194.0,22080573.73903092,58994978,47,8,10,0,0,0,0,616,456,0.1606452568701593,0.1183701892727489,0,1398,187.75757575757575,373.5312930584792,139525.62689393942,0,2,0,18,32,0,0,0,0.7368421052631579,187.75757575757572,52.42105263157895,371.4285714285714,0,0,0,0,0,0,0,30,0,157,29200,122,8,32,322329.0,369205.9063016192,583397,61261,58783688.0,212559.12685180092,58933990,58633386,-1,-1,118273022,DDOS,-1
626,192.168.10.12-192.168.10.3-123-123-17,192.168.10.12,123,192.168.10.3,123,17,2017-07-07 12:12:04.792792,64000096,4,4,192,192,48,48,48.0,0.0,48,48,48.0,0.0,5.9999910000135,0.1249998125002812,9142870.857142856,24189676.129338965,63999900,3,64000001,21333333.666666664,36950410.87728309,63999993,4,64000002,21333334.0,36950413.18668416,63999996,3,0,0,0,0,0,0,32,32,0.0624999062501406,0.0624999062501406,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,3,8,97.0,0.0,97,97,63999900.0,0.0,63999900,63999900,-1,-1,0,DDOS,-1
627,192.168.10.17-192.168.10.3-45344-3268-6,192.168.10.17,45344,192.168.10.3,3268,6,2017-07-07 12:04:15.013275,80714501,68,42,11930,10420,391,0,175.4411764705882,163.8379598419195,580,72,248.09523809523807,179.24337039463896,276.90191629878257,1.3628282233944555,740500.009174312,3212183.222204327,22275280,0,80714501,1204694.044776119,4039370.449748565,22275280,0,80714239,1968639.975609756,5038415.678940868,22275705,1,42,42,0,0,0,0,2176,1344,0.8424756290074816,0.5203525943869739,0,580,203.18181818181836,172.7484346810045,29842.021684737287,0,0,0,84,110,0,0,0,0.6176470588235294,203.1818181818182,175.44117647058823,248.0952380952381,0,0,0,0,0,0,0,108,0,94,299,2076,41,32,1773418.2,2800333.153616762,6436706,304,14369391.8,5537016.3928565085,22275280,6655501,-1,-1,229162322,DDOS,-1
628,192.168.10.17-192.168.10.3-51952-389-6,192.168.10.17,51952,192.168.10.3,389,6,2017-07-07 12:04:15.013713,92618514,106,54,16060,21568,406,0,151.50943396226413,164.06219757170604,1121,241,399.40740740740745,207.94887965042903,406.2686645998229,1.7275163797164783,582506.3773584905,2273910.064700134,14500053,1,92618514,882081.0857142857,2754750.005302799,14500053,2,92579258,1746778.452830189,3698444.807830102,14500358,1,54,54,0,0,0,0,3392,1728,1.144479601562167,0.5830367781543115,0,1121,235.17500000000004,214.5139760294179,46016.24591194968,0,0,0,108,160,0,0,0,0.5094339622641509,235.175,151.50943396226415,399.4074074074074,0,0,0,0,0,0,0,100,0,134,390,2078,53,32,2772389.142857143,5773577.837681918,15470934,375,10453153.428571427,2964646.3210534835,14500053,5344283,-1,-1,242365947,DDOS,-1
629,192.168.10.17-104.16.125.228-56995-443-6,192.168.10.17,56995,104.16.125.228,443,6,2017-07-07 12:11:18.381918,117503210,13,9,1322,920,571,0,101.6923076923077,198.756293240149,563,0,102.22222222222224,180.350199457734,19.08032980545808,0.1872289276182327,5595390.952380952,17647599.532522995,58989244,4,117503210,9791934.166666668,22834680.74995694,58989244,50,117487920,14685990.0,27174004.25093981,59004500,4,6,6,0,0,0,0,280,192,0.1106352754107738,0.0765936522074588,0,571,101.90909090909092,186.98864470002783,34964.753246753244,0,2,0,12,21,0,0,0,0.6923076923076923,101.9090909090909,101.6923076923077,102.22222222222224,0,0,0,0,0,0,0,60,0,41,29200,31,6,20,66750.0,73020.08886601002,118383,15117,58677224.5,441262.2086248719,58989244,58365205,-1,-1,117503210,DDOS,-1
630,192.168.10.50-192.168.10.3-56132-3268-6,192.168.10.50,56132,192.168.10.3,3268,6,2017-07-07 12:12:07.454130,111788434,54,31,11422,8094,1325,0,211.51851851851856,291.0807928264604,3069,0,261.0967741935484,637.6198634943711,174.57977808330332,0.7603648871224012,1330814.69047619,4076849.459619639,16397865,1,111788434,2109215.7358490564,4985559.9425460845,16397865,1,111788263,3726275.433333333,6193900.969949449,16398206,2,28,28,0,0,0,0,1744,1008,0.4830553400542314,0.2773095470681698,0,3069,229.5999999999999,446.3578321097482,199235.31428571415,0,4,0,56,83,0,0,0,0.5740740740740741,229.6,211.5185185185185,261.0967741935484,0,0,0,0,0,0,0,134,0,95,29200,2079,28,32,7232.222222222223,20684.17257094043,62390,313,12413664.777777778,4204077.636654436,16397865,5857040,-1,-1,111788434,DDOS,-1
631,192.168.10.3-192.168.10.1-62002-53-17,192.168.10.3,62002,192.168.10.1,53,17,2017-07-07 12:05:50.543376,66806,1,1,44,183,44,44,44.0,0.0,183,183,183.0,0.0,3397.898392359968,29.937430769691343,66806.0,0.0,66806,66806,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,14.968715384845671,14.968715384845671,44,183,113.5,98.2878425849301,9660.5,0,0,0,0,0,0,0,0,1.0,113.5,44.0,183.0,0,0,0,0,0,0,0,22,0,91,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
632,192.168.10.3-192.168.10.1-62511-53-17,192.168.10.3,62511,192.168.10.1,53,17,2017-07-07 12:04:14.854593,102039925,2,2,94,212,53,41,47.0,8.48528137423857,143,69,106.0,52.32590180780452,2.998826194746812,0.039200342414991,34013308.33333333,58817142.90528857,101929485,23443,101952928,101952928.0,0.0,101952928,101952928,102016482,102016482.0,0.0,102016482,102016482,0,0,0,0,0,0,16,16,0.0196001712074955,0.0196001712074955,41,143,76.5,45.79301256742124,2097.0,0,0,0,0,0,0,0,0,1.0,76.5,47.0,106.0,0,0,0,0,0,0,0,23,0,53,0,0,1,8,23443.0,0.0,23443,23443,101929485.0,0.0,101929485,101929485,-1,-1,0,DDOS,-1
633,192.168.10.16-192.168.10.3-20056-53-17,192.168.10.16,20056,192.168.10.3,53,17,2017-07-07 12:07:18.163867,233,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,952789.6995708154,17167.38197424893,77.66666666666667,94.32567695666611,183,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,0,0,16,16,8583.690987124464,8583.690987124464,32,79,55.5,27.13546265191241,736.3333333333334,0,0,0,0,0,0,0,0,1.0,55.5,32.0,79.0,0,0,0,0,0,0,0,16,0,39,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
634,192.168.10.3-192.168.10.1-60314-53-17,192.168.10.3,60314,192.168.10.1,53,17,2017-07-07 12:05:45.953485,66751,1,1,58,143,58,58,58.0,0.0,143,143,143.0,0.0,3011.1908435828677,29.962097946098183,66751.0,0.0,66751,66751,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,14.981048973049091,14.981048973049091,58,143,100.5,60.10407640085654,3612.5,0,0,0,0,0,0,0,0,1.0,100.5,58.0,143.0,0,0,0,0,0,0,0,29,0,71,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
635,192.168.10.16-192.168.10.255-137-137-17,192.168.10.16,137,192.168.10.255,137,17,2017-07-07 12:07:22.423289,110642127,541,0,36320,0,68,50,67.1349353049907,3.853605748429038,0,0,0.0,0.0,328.2655619952064,4.889638464741373,204892.82777777768,4404195.107821029,102275890,1,110642127,204892.82777777768,4404195.107821029,102275890,1,0,0.0,0.0,0,0,0,0,0,0,0,0,4328,0,4.889638464741373,0.0,50,68,67.1349353049907,3.853605748429038,14.850277264325324,0,0,0,0,0,0,0,0,0.0,67.13493530499076,67.13493530499076,0.0,6053,90,496493,0,0,0,1,67,0,0,0,0,540,8,4361074.0,0.0,4361074,4361074,102275890.0,0.0,102275890,102275890,-1,-1,0,DDOS,-1
636,192.168.10.50-192.168.10.16-137-137-17,192.168.10.50,137,192.168.10.16,137,17,2017-07-07 12:07:22.495999,106564829,4,0,248,0,62,62,62.0,0.0,0,0,0.0,0.0,2.3272218641668347,0.0375358365188199,35521609.66666667,61525189.40803018,106564779,3,106564829,35521609.66666667,61525189.40803018,106564779,3,0,0.0,0.0,0,0,0,0,0,0,0,0,32,0,0.0375358365188199,0.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,62.0,62.0,0.0,0,0,0,0,0,0,1,62,0,0,0,0,3,8,3.0,0.0,3,3,106564779.0,0.0,106564779,106564779,-1,-1,0,DDOS,-1
637,192.168.10.12-199.182.221.110-123-123-17,192.168.10.12,123,199.182.221.110,123,17,2017-07-07 12:12:10.792826,66071672,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.9059352395380578,0.0605403174903762,22023890.666666664,38021945.84200532,65927852,71702,65999970,65999970.0,0.0,65999970,65999970,65999554,65999554.0,0.0,65999554,65999554,0,0,0,0,0,0,16,16,0.0302701587451881,0.0302701587451881,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,72118.0,0.0,72118,72118,65927852.0,0.0,65927852,65927852,-1,-1,0,DDOS,-1
638,192.168.10.3-192.168.10.1-60122-53-17,192.168.10.3,60122,192.168.10.1,53,17,2017-07-07 12:05:52.153384,72480,1,1,48,220,48,48,48.0,0.0,220,220,220.0,0.0,3697.57174392936,27.59381898454746,72480.0,0.0,72480,72480,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,13.79690949227373,13.79690949227373,48,220,134.0,121.62236636408618,14792.0,0,0,0,0,0,0,0,0,1.0,134.0,48.0,220.0,0,0,0,0,0,0,0,24,0,110,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
639,192.168.10.3-192.168.10.1-61861-53-17,192.168.10.3,61861,192.168.10.1,53,17,2017-07-07 12:09:59.528997,30566,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,3860.49859320814,65.43217954590068,30566.0,0.0,30566,30566,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.71608977295034,32.71608977295034,51,67,59.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,59.0,51.0,67.0,0,0,0,0,0,0,0,25,0,33,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
640,192.168.10.12-158.69.125.231-123-123-17,192.168.10.12,123,158.69.125.231,123,17,2017-07-07 12:12:11.792791,68016210,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.8228564925919866,0.058809510262333,22672070.0,39241143.0444142,67983839,16173,68000012,68000012.0,0.0,68000012,68000012,68000037,68000037.0,0.0,68000037,68000037,0,0,0,0,0,0,16,16,0.0294047551311665,0.0294047551311665,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,16173.0,0.0,16173,16173,67983839.0,0.0,67983839,67983839,-1,-1,0,DDOS,-1
641,192.168.10.12-198.50.139.209-123-123-17,192.168.10.12,123,198.50.139.209,123,17,2017-07-07 12:12:10.792821,69016516,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.781942803371877,0.0579571417369141,23005505.333333336,39818016.1336044,68983390,16561,68999951,68999951.0,0.0,68999951,68999951,68999955,68999955.0,0.0,68999955,68999955,0,0,0,0,0,0,16,16,0.028978570868457,0.028978570868457,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,16561.0,0.0,16561,16561,68983390.0,0.0,68983390,68983390,-1,-1,0,DDOS,-1
642,192.168.10.3-192.168.10.1-61088-53-17,192.168.10.3,61088,192.168.10.1,53,17,2017-07-07 12:05:52.225933,84513,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,1230.5799107829564,23.664998284287623,84513.0,0.0,84513,84513,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,11.832499142143812,11.832499142143812,44,60,52.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,52.0,44.0,60.0,0,0,0,0,0,0,0,22,0,30,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
643,192.168.10.12-206.108.0.133-123-123-17,192.168.10.12,123,206.108.0.133,123,17,2017-07-07 12:12:16.792787,67022365,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.8647153826935234,0.0596815704727817,22340788.333333336,38656708.976094775,66977711,22326,67000037,67000037.0,0.0,67000037,67000037,67000039,67000039.0,0.0,67000039,67000039,0,0,0,0,0,0,16,16,0.0298407852363908,0.0298407852363908,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,22326.0,0.0,22326,22326,66977711.0,0.0,66977711,66977711,-1,-1,0,DDOS,-1
644,192.168.10.12-24.86.68.24-123-123-17,192.168.10.12,123,24.86.68.24,123,17,2017-07-07 12:12:15.792766,68101371,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.8193265007836628,0.0587359687663263,22700457.0,39140575.86682492,67896101,101310,68000061,68000061.0,0.0,68000061,68000061,67997411,67997411.0,0.0,67997411,67997411,0,0,0,0,0,0,16,16,0.0293679843831631,0.0293679843831631,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,103960.0,0.0,103960,103960,67896101.0,0.0,67896101,67896101,-1,-1,0,DDOS,-1
645,192.168.10.12-206.108.0.132-123-123-17,192.168.10.12,123,206.108.0.132,123,17,2017-07-07 12:12:15.792777,66028681,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.9078272819049644,0.0605797350396867,22009560.333333336,38071839.5858812,65971134,28648,66000033,66000033.0,0.0,66000033,66000033,65999782,65999782.0,0.0,65999782,65999782,0,0,0,0,0,0,16,16,0.0302898675198433,0.0302898675198433,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,28899.0,0.0,28899,28899,65971134.0,0.0,65971134,65971134,-1,-1,0,DDOS,-1
